morador_id,morador_nome,condominio_id,data_registro
7517c7acccde436a96619c70473cceeb,Pedro Fernandes,ecdb8433396e416fac53b1ba50988c2a,2008-01-01 13:30:00
081fc64750564b6fba468ca617831b85,Joaquim Almeida,f69f44d9d0184d8c859cba657d10d35c,2008-01-01 13:30:00
b05018cb3ca345d690e14dbc59967871,Otávio Tavares,48be3e8fcdc84b8899838c1b8c06c4aa,2008-01-01 13:30:00
7a540b9630e841b7873f34df04b71817,Jaime Soares,0859524a9acd423da1e0b7ca6eb95261,2008-01-01 13:30:00
7307b4ea333848018c533087ad3d06b2,Guilherme Barbosa,b3ced23b1f9245bab968a5cd0b25fd00,2008-01-01 13:30:00
fce7414ad13c487cbf8a64f6bd9cae4b,Marcos Pinto,118a966422684062bc64aeb2c9323af0,2008-01-01 13:30:00
cc157d3cccfe4199ba9e6e4ad4629494,Jaime Fernandes,a30a8a5c276646548464517d35640576,2008-01-01 13:30:00
01d515b04973473aae00db6396e83707,Otávio Reis,b93aa7fc0c34409fa254587055a2aeeb,2008-01-01 13:30:00
f336be502dd849eabef5789689037a9f,Frederico Marques,f8c0acc8769f482d9027d970ed8dd18b,2008-01-01 13:30:00
56934001e0dd44b2b50e84b8020f3da2,Tiago Vieira,0cb1f9abc72c4be792c62d8abfe7dccc,2008-01-01 13:30:00
91f3c2228ea44c48826df6ee7322fe3a,Alexandre Silva,b8c6fabc7bd44e2a9aeaa3fe694af834,2008-01-01 13:30:00
ae6dd49b8ce648809bee2842975f3a29,Fábio Simões,b9db2702ca7846488110fd7adc68c05d,2008-01-01 13:30:00
cfe09564d08f4703ab4a6d9cb7b2eba8,Lúcia Figueiredo,abb2b118a1dc4acb85e861a823ca0e74,2008-01-01 13:30:00
8832d83698d94999be5450b5913c783c,Sebastião Fonseca,6e5bbd5db0484093ba5e3e0c4975c750,2008-01-01 13:30:00
ee20c143341d4bee85c8291299bb9834,Júlia Sousa,10ef1028388b4527a6f5571f40f41604,2008-01-01 13:30:00
