morador_id,morador_nome,condominio_id,data_registro
8372000efc5740fcae271aa4719b740b,Henrique Fernandes,11773e23d9f74ccaa2d107a911d8da2b,2008-01-01 13:30:00
4bec0379f0654779b8de893e19e96d11,Frederico Cruz,64135284d5ca4935abb808dc26041ce7,2008-01-01 13:30:00
b85bcc36c26b4666bc7e74f2db70970b,José Vieira,fcd17d667ebb41c2a25a440e79fb66bb,2008-01-01 13:30:00
df40353e451d45a4bc01e027b392b6df,Osvaldo Nunes,cb8012edd2ad4b61a04f271f78385da9,2008-01-01 13:30:00
903e5781a0d2413ca3505ef3bbb3e52c,Rui Antunes,a1af61f779604e1ea742809456c34c51,2008-01-01 13:30:00
4f9ec90c75df4440a099825bd647e307,Lúcia Antunes,759d62a0444c4594aab82e9c9ddca299,2008-01-01 13:30:00
68e54dc6c075411baf0c7db318b97c5e,Gonçalo Araújo,c4434e165328461fb1674b7c2a84b7de,2008-01-01 13:30:00
1766acbf02a54d6b9d0640fd1e1bee34,Eduardo Fernandes,53bd11abfbb24a519ff644d715c79e5c,2008-01-01 13:30:00
537f65085ae84982984af872f3d2f0c2,Jaime Tavares,501be18789974b1fa50c101f70b9b9b8,2008-01-01 13:30:00
2f625580d2b24424b69a14d4b5011140,Tomé Pereira,7200bd8dabe14e82abd065fbc7b8179f,2008-01-01 13:30:00
129af81b88b74558af849be8192eff3f,Eduardo Mendes,7b31e3f9cbfc425eb6de5ed27a636e97,2008-01-01 13:30:00
6334166da3df418bbb4d400f3a658622,Eduardo Simões,1a7b9b4245364434a3da8e0169aab197,2008-01-01 13:30:00
5aa7dd91f75d4cfd89fac8b3262861d4,Manuel Ferreira,f0a8429348ec46f1a73abed3daa6bcfc,2008-01-01 13:30:00
fcdbdf9dc83341739e277cdf6c8ca6df,Henrique Nunes,8d63a7c33fb94d1ba7dd6c5c49c9f242,2008-01-01 13:30:00
edb057512cde43b5abdb28d5e8054ceb,Bárbara Rocha,ec2fb86902ec45d6b6ad3b8ba81e74cf,2008-01-01 13:30:00
d4c19c1ecaf14a3491aba480a1356cd5,Fernando Alves,d87003e3029743298884a03116d16dc4,2008-01-01 13:30:00
2f9ff36e412d4c6590a9c4348d245ce0,Daniel Correia,d74898f7dfc847ab94ec7b8471a37ded,2008-01-01 13:30:00
37fa83424a204d2ba694aa9b31347460,Diogo Antunes,e24fdde445da427a8d74e7f5b8358782,2008-01-01 13:30:00
999ec910e5914009b40962671bf0f3b0,Alfredo Cunha,0dabbc85aaa34709bbab5eafd90b7e82,2008-01-01 13:30:00
e498d2a6826e4c6c91e60a3e0c48d700,Rodolfo Simões,72896379ddd64c49b11604d3e6923a05,2008-01-01 13:30:00
e1ecb7b7ee5844448684447f585eb9ab,Gonçalo Ribeiro,acb9e2e8853a4fa79e3ed4dce8da1d43,2008-01-01 13:30:00
51880a791c3b41819ea0604ae9be96db,Eduardo Teixeira,a6034c99a4eb455ea12ce96d84408358,2008-01-01 13:30:00
